t_start_s,t_stop_s,t_mid_s,eeg_rms_mean,eeg_std_mean,eeg_line_length_mean,eeg_peak_to_peak_mean,eeg_zero_cross_mean,eeg_clip_frac_mean,eeg_channel_agreement_std,aux_rms,aux_std,aux_line_length,aux_peak_to_peak,aux_clip_frac,z_eeg_rms,z_eeg_line_length,z_eeg_peak_to_peak,z_aux_line_length,z_aux_peak_to_peak,z_clip_penalty,seizure_score,seizure_flag
294.0,295.998046875,294.9990234375,80.30317877489144,77.21795642570363,9992.333333333334,322.3333333333333,47.666666666666664,0.0,1942.1744400427979,139.49461655158956,6.272617462262533,615.0,24.0,0.0,-0.34258837386258467,-0.037315058230859614,0.031243441174665293,1.5087293304081737,0.40469445568595713,-1.4716162024943893,0.37110646780093615,False
294.5,296.498046875,295.4990234375,64.45127105492274,61.25564632255296,9661.333333333334,289.0,53.666666666666664,0.0,1613.792496643302,144.88913798034517,6.190375921639048,633.0,24.0,0.0,-0.5592227402381663,-0.08965100854617583,-0.1525415069116004,1.5726284549901668,0.40469445568595713,-1.4716162024943893,0.26564641892186047,False
295.0,296.998046875,295.9990234375,54.9983690598279,53.4249339570967,9171.333333333334,245.33333333333334,72.33333333333333,0.0,1025.112785122799,150.1191161159614,6.052100553066774,627.0,22.0,0.0,-0.688407408121275,-0.16712718877126628,-0.39329978890460854,1.5513287467961692,0.31476235442241113,-1.4716162024943893,0.14758154757986838,False
295.5,297.498046875,296.4990234375,69.71062181591073,62.33867389914036,8862.0,309.6666666666667,72.33333333333333,0.0,613.4563282473061,155.21625539066454,5.914843891885978,612.0,24.0,0.0,-0.48734772432331114,-0.21603732159363642,-0.03859483909811551,1.4980794763111747,0.40469445568595713,-1.4716162024943893,0.24839508337638772,False
296.0,297.998046875,296.9990234375,74.677456518515,65.85545504739919,8821.333333333334,327.6666666666667,75.0,0.0,577.3758644842101,160.27241214179688,5.730813232552295,603.0,22.0,0.0,-0.41947027337553006,-0.22246731750347376,0.06064903286846803,1.4661299140201782,0.31476235442241113,-1.4716162024943893,0.27494966085043787,False
296.5,298.498046875,297.4990234375,79.44678740427346,70.98271450629615,9024.0,349.0,68.33333333333333,0.0,893.4573297029915,165.21150033744624,5.752318536780103,610.0,24.0,0.0,-0.3542919369428589,-0.1904227477233004,0.17827139964367805,1.4909795735798421,0.40469445568595713,-1.4716162024943893,0.3345681172448607,False
297.0,298.998046875,297.9990234375,89.11833854839499,80.82375590931345,9642.333333333334,394.6666666666667,44.0,0.0,2003.5976531119104,170.12004894981513,5.703479410943134,610.0,21.0,0.0,-0.2221191795064476,-0.09265518696306708,0.4300567785218623,1.4909795735798421,0.2697963037906381,-1.4716162024943893,0.45033049908892775,False
297.5,299.498046875,298.4990234375,81.56432281840556,78.1258731142439,10640.0,409.6666666666667,47.333333333333336,0.0,3554.44125941992,174.96632488496178,5.591610632595293,638.0,21.0,0.0,-0.3253534046966425,0.06509053236597756,0.5127600051606819,1.5903782118184984,0.2697963037906381,-1.4716162024943893,0.5141007396746264,False
298.0,299.998046875,298.9990234375,77.84084872727742,75.12639972837822,11720.333333333334,357.6666666666667,54.0,0.0,5336.425666013619,179.74525430539884,5.49852724297478,644.0,23.0,0.0,-0.3762389173237014,0.23590706305272474,0.22605548614610727,1.611677920012496,0.35972840505418413,-1.4716162024943893,0.5189916458722227,False
298.5,300.498046875,299.4990234375,77.75436637351721,72.8252242995792,13014.0,334.3333333333333,54.666666666666664,0.0,7296.717389803902,184.4384715960515,5.434218457837112,619.0,20.0,0.0,-0.377420797147914,0.44045471982386486,0.09740602248572099,1.5229291358708388,0.2248302531588651,-1.4716162024943893,0.5591655598836167,False
299.0,300.998046875,299.9990234375,73.6972048655436,69.91436327828073,14286.0,333.3333333333333,66.66666666666667,0.0,9170.286364121897,189.0390481322576,5.3654156776793265,655.0,22.0,0.0,-0.4328665282289803,0.6415765591020589,0.09189247404313301,1.6507273850348252,0.31476235442241113,-1.4716162024943893,0.641926583115686,False
299.5,301.498046875,300.4990234375,82.91689602872677,77.72020638068375,15943.333333333334,354.0,65.33333333333333,0.0,11432.28149680641,193.57694388311072,5.245530542063844,645.0,21.0,0.0,-0.30686895187426005,0.9036252448701881,0.20583914185661792,1.6152278713781623,0.2697963037906381,-1.4716162024943893,0.7952365311770597,False
300.0,301.998046875,300.9990234375,106.27428329619748,97.17626475913401,17658.0,426.6666666666667,56.333333333333336,0.0029296875,13638.071002405974,197.7489308401881,5.623851658906401,736.0,46.0,0.0,0.012336337499427391,1.1747391707734978,0.6064903286846774,1.938273445653795,1.3939475695849635,-1.466939456088157,1.1511904326834506,False
300.5,302.498046875,301.4990234375,109.74195914149027,106.01601132335769,18560.333333333332,430.0,70.66666666666667,0.0380859375,15060.443338612433,189.20916057451473,20.8079275200376,761.0,58.0,0.0,0.059726075871081016,1.317411293133579,0.624868823493304,2.027022229795452,1.9335401771662397,-1.410818499213371,1.2484127326003942,False
301.0,302.998046875,301.9990234375,116.59663743784051,114.66610426840582,18548.333333333332,430.0,85.33333333333333,0.09407552083333333,15527.844888743863,178.98340312372542,24.877315854332256,730.0,61.0,0.0,0.15340305883557806,1.315513917291332,0.624868823493304,1.916973737459797,2.068438329061559,-1.3214406790053785,1.2489375223242216,False
301.5,303.498046875,302.4990234375,116.55483531469623,114.47549408357197,18017.666666666668,446.3333333333333,83.0,0.10026041666666667,14855.898095444187,166.12808029499408,22.795856832209655,736.0,61.0,0.0,0.15283178523113314,1.2316077411564046,0.7149234480555741,1.938273445653795,2.068438329061559,-1.3115675477033328,1.233398502940584,False
302.0,303.998046875,302.9990234375,101.6715085401744,94.81086448933246,16560.0,386.0,89.66666666666667,0.11360677083333333,13067.316888583771,152.2926420682398,3.1642692592553434,639.0,23.0,0.0,-0.0505658197964108,1.001129281207887,0.3822726920194331,1.5939281631841646,0.35972840505418413,-1.2902623696304973,0.8996965064351639,False
